Project Name,Description,Skills Required,Difficulty Level,Category,Resources,Student_ID,Branch,Interest_Area,Preferred_Domain,CGPA
Tic-Tac-Toe Game,Work on a project related to the assigned area with detailed objectives.,"Python, Tkinter, Algorithms",Intermediate,Game Development,https://freecodecamp.org/,STU00722,IT,Blockchain,Deep Learning,6.72
Chatbot,Work on a project related to the assigned area with detailed objectives.,"Python, API, Flask",Intermediate,System Design,https://www.geeksforgeeks.org/,STU00723,EEE,Blockchain,System Design,6.27
E-commerce App,"Develop a fully interactive and engaging game experience. Focus on creating an intuitive user interface, realistic graphics, and smooth gameplay mechanics. You will work on implementing game physics, player interactions, and sound effects, using tools like Unity or Unreal Engine.","HTML, CSS, JavaScript",Advanced,Web Development,https://openweathermap.org/,STU00724,EEE,Game Development,AI/ML,8.96
Library Management System,Work on a project related to the assigned area with detailed objectives.,"Python, pandas, sklearn",Advanced,Data Structures,https://www.tensorflow.org/,STU00725,CE,IoT,Data Structures,8.3
Banking System Simulation,Work on a project related to the assigned area with detailed objectives.,"Java, MySQL",Advanced,Game Development,https://openweathermap.org/,STU00726,ECE,Blockchain,Game Development,9.37
Image Classifier,"Work on building an intelligent system capable of solving real-world problems. You will implement machine learning algorithms, preprocess data, and evaluate model performance. Use libraries like TensorFlow or Scikit-learn to create predictive or classification models.","Python, TensorFlow, Keras",Advanced,System Design,https://freecodecamp.org/,STU00727,EEE,AI/ML,Data Structures,6.56
Personal Portfolio Website,"Work on building an intelligent system capable of solving real-world problems. You will implement machine learning algorithms, preprocess data, and evaluate model performance. Use libraries like TensorFlow or Scikit-learn to create predictive or classification models.","Java, MySQL",Beginner,Game Development,https://www.tensorflow.org/,STU00728,IT,AI/ML,Web Development,9.18
E-commerce App,Work on a project related to the assigned area with detailed objectives.,"C++, Algorithms",Intermediate,Game Development,https://freecodecamp.org/,STU00729,CE,Blockchain,Deep Learning,6.81
Sorting Visualizer,"Build a responsive and user-friendly web application. Work on both front-end and back-end components, integrating services like payment gateways or third-party APIs. Ensure the website is optimized for performance and accessibility using modern frameworks like React or Angular.","Python, NLP, NLTK",Advanced,Machine Learning,https://docs.djangoproject.com/,STU00730,ME,Web Development,Deep Learning,6.65
Image Classifier,Work on a project related to the assigned area with detailed objectives.,"Python, Tkinter, Algorithms",Intermediate,System Design,https://nltk.org/,STU00731,IT,IoT,Deep Learning,6.66
Banking System Simulation,"Work on building an intelligent system capable of solving real-world problems. You will implement machine learning algorithms, preprocess data, and evaluate model performance. Use libraries like TensorFlow or Scikit-learn to create predictive or classification models.","Python, Tkinter, Algorithms",Intermediate,System Design,https://docs.djangoproject.com/,STU00732,CE,AI/ML,Deep Learning,9.26
Tic-Tac-Toe Game,Work on a project related to the assigned area with detailed objectives.,"Python, NLP, NLTK",Intermediate,System Design,https://freecodecamp.org/,STU00733,IT,Blockchain,Deep Learning,8.66
Movie Recommendation System,"Work on building an intelligent system capable of solving real-world problems. You will implement machine learning algorithms, preprocess data, and evaluate model performance. Use libraries like TensorFlow or Scikit-learn to create predictive or classification models.","Python, API, Flask",Beginner,Machine Learning,https://openweathermap.org/,STU00734,EEE,AI/ML,Deep Learning,8.09
Library Management System,Work on a project related to the assigned area with detailed objectives.,"Python, pandas, sklearn",Advanced,Software Development,https://nltk.org/,STU00735,ME,Blockchain,AI/ML,7.44
Tic-Tac-Toe Game,Work on a project related to the assigned area with detailed objectives.,"Python, API, Flask",Beginner,Game Development,https://freecodecamp.org/,STU00736,CE,IoT,Game Development,9.51
Weather App,Work on a project related to the assigned area with detailed objectives.,"Python, Tkinter, Algorithms",Intermediate,Software Development,https://www.geeksforgeeks.org/,STU00737,CSE,Blockchain,Deep Learning,7.57
Chatbot,"Develop a fully interactive and engaging game experience. Focus on creating an intuitive user interface, realistic graphics, and smooth gameplay mechanics. You will work on implementing game physics, player interactions, and sound effects, using tools like Unity or Unreal Engine.","Java, MySQL",Intermediate,System Design,https://www.geeksforgeeks.org/,STU00738,ME,Game Development,Game Development,9.27
Movie Recommendation System,Work on a project related to the assigned area with detailed objectives.,"C++, Algorithms",Intermediate,Web Development,https://kaggle.com/,STU00739,CSE,Blockchain,System Design,7.76
Library Management System,Work on a project related to the assigned area with detailed objectives.,"Python, Tkinter, Algorithms",Advanced,AI/ML,https://kaggle.com/,STU00740,IT,Blockchain,Deep Learning,7.51
Tic-Tac-Toe Game,Work on a project related to the assigned area with detailed objectives.,"Java, MySQL",Advanced,AI/ML,https://www.geeksforgeeks.org/,STU00741,ECE,IoT,Data Structures,7.85
Banking System Simulation,Work on a project related to the assigned area with detailed objectives.,"Java, MySQL",Advanced,Web Development,https://openweathermap.org/,STU00742,ME,Blockchain,Deep Learning,7.21
Chatbot,Work on a project related to the assigned area with detailed objectives.,"Python, NLP, NLTK",Advanced,Data Structures,https://docs.djangoproject.com/,STU00743,IT,IoT,Web Development,8.99
Personal Portfolio Website,"Develop a fully interactive and engaging game experience. Focus on creating an intuitive user interface, realistic graphics, and smooth gameplay mechanics. You will work on implementing game physics, player interactions, and sound effects, using tools like Unity or Unreal Engine.","HTML, CSS, JavaScript",Beginner,Software Development,https://www.tensorflow.org/,STU00744,CSE,Game Development,AI/ML,8.01
Sorting Visualizer,Work on a project related to the assigned area with detailed objectives.,"Python, API, Flask",Intermediate,Machine Learning,https://openweathermap.org/,STU00745,EEE,IoT,Data Structures,6.93
Chatbot,"Work on building an intelligent system capable of solving real-world problems. You will implement machine learning algorithms, preprocess data, and evaluate model performance. Use libraries like TensorFlow or Scikit-learn to create predictive or classification models.","C++, Algorithms",Intermediate,Game Development,https://docs.djangoproject.com/,STU00746,EEE,AI/ML,Data Structures,9.6
Tic-Tac-Toe Game,Work on a project related to the assigned area with detailed objectives.,"Django, Python, SQLite",Advanced,Game Development,https://www.geeksforgeeks.org/,STU00747,ECE,IoT,Web Development,7.54
Banking System Simulation,"Develop a fully interactive and engaging game experience. Focus on creating an intuitive user interface, realistic graphics, and smooth gameplay mechanics. You will work on implementing game physics, player interactions, and sound effects, using tools like Unity or Unreal Engine.","Python, TensorFlow, Keras",Intermediate,AI/ML,https://www.tensorflow.org/,STU00748,ME,Game Development,Deep Learning,8.17
Sorting Visualizer,Work on a project related to the assigned area with detailed objectives.,"Django, Python, SQLite",Advanced,Web Development,https://kaggle.com/,STU00749,ME,Data Science,AI/ML,9.63
Chatbot,Work on a project related to the assigned area with detailed objectives.,"Python, pandas, sklearn",Advanced,AI/ML,https://www.geeksforgeeks.org/,STU00750,ME,Blockchain,Data Structures,8.5
Sorting Visualizer,Work on a project related to the assigned area with detailed objectives.,"C++, Data Structures",Beginner,System Design,https://www.tensorflow.org/,STU00751,IT,IoT,AI/ML,6.47
Banking System Simulation,Work on a project related to the assigned area with detailed objectives.,"HTML, CSS, JavaScript",Beginner,Deep Learning,https://openweathermap.org/,STU00752,ECE,Blockchain,Data Structures,9.76
Weather App,"Build a responsive and user-friendly web application. Work on both front-end and back-end components, integrating services like payment gateways or third-party APIs. Ensure the website is optimized for performance and accessibility using modern frameworks like React or Angular.","Python, Tkinter, Algorithms",Intermediate,Data Structures,https://www.tensorflow.org/,STU00753,ME,Web Development,Deep Learning,8.51
